customer_id,gender,age,income,purchase_amt,quantity,region,churn,order_date
2052,Female,23,41688.81,161.59,28,South,0,2022-02-13 19:00:00
2053,Female,26,42760.6,161.49,1,West,0,2022-02-13 20:00:00
2054,Female,31,64059.92,78.99,8,West,0,2022-02-13 21:00:00
2055,Other,34,53258.51,72.68,41,North,0,2022-02-13 22:00:00
2056,Male,50,47288.41,185.94,23,West,0,2022-02-13 23:00:00
2057,Female,24,59705.28,25.74,20,East,0,2022-02-14 00:00:00
2058,Male,33,,19.81,32,South,0,2022-02-14 01:00:00
2059,Male,49,75277.32,131.13,23,West,0,2022-02-14 02:00:00
2060,Female,34,37470.41,63.22,7,North,0,2022-02-14 03:00:00
2061,Female,43,51634.51,148.54,11,North,0,2022-02-14 04:00:00
2062,Other,36,29714.23,35.58,8,South,1,2022-02-14 05:00:00
2063,Female,41,48756.26,47.14,43,West,0,2022-02-14 06:00:00
2064,Male,35,,272.39,14,West,0,2022-02-14 07:00:00
2065,Male,46,68433.7,65.71,14,North,0,2022-02-14 08:00:00
2066,Female,19,68797.07,107.27,36,West,0,2022-02-14 09:00:00
2067,Male,33,69115.06,13.54,41,West,0,2022-02-14 10:00:00
2068,Male,41,55519.7,23.64,40,South,0,2022-02-14 11:00:00
2069,Male,44,39162.33,5.0,47,West,0,2022-02-14 12:00:00
2070,Male,55,40593.87,66.27,27,West,0,2022-02-14 13:00:00
2071,Male,33,82543.1,540.31,20,North,0,2022-02-14 14:00:00
2072,Male,55,80842.19,248.46,38,East,0,2022-02-14 15:00:00
2073,Male,30,57205.99,120.26,25,West,0,2022-02-14 16:00:00
2074,Male,53,45718.59,236.88,48,South,0,2022-02-14 17:00:00
2075,Other,47,79635.22,108.22,48,North,0,2022-02-14 18:00:00
2076,Male,27,42498.94,55.21,29,North,0,2022-02-14 19:00:00
2077,Male,41,59119.29,22.87,14,South,0,2022-02-14 20:00:00
2078,Female,37,79335.23,127.03,28,East,0,2022-02-14 21:00:00
2079,Male,45,39945.91,25.74,30,West,0,2022-02-14 22:00:00
2080,Female,35,69926.02,64.84,15,West,0,2022-02-14 23:00:00
2081,Female,34,64370.09,209.71,21,South,0,2022-02-15 00:00:00
2082,Male,54,54288.7,16.61,12,North,0,2022-02-15 01:00:00
2083,Male,36,37118.2,16.58,50,South,0,2022-02-15 02:00:00
2084,Female,47,41960.08,30.49,11,East,1,2022-02-15 03:00:00
2085,Female,35,60210.12,96.33,39,North,0,2022-02-15 04:00:00
2086,Male,57,29379.94,34.8,6,East,1,2022-02-15 05:00:00
2087,Female,29,57353.39,83.95,3,East,0,2022-02-15 06:00:00
2088,Male,30,64738.92,43.14,41,North,0,2022-02-15 07:00:00
2089,Other,56,72733.96,84.69,15,East,0,2022-02-15 08:00:00
2090,Male,32,29829.57,39.03,34,North,1,2022-02-15 09:00:00
2091,Female,57,78692.45,469.52,4,East,0,2022-02-15 10:00:00
2092,Female,48,85516.54,81.44,34,East,0,2022-02-15 11:00:00
2093,Female,36,62382.73,163.34,38,North,0,2022-02-15 12:00:00
2094,Female,18,36315.13,144.7,44,East,0,2022-02-15 13:00:00
2095,Male,37,49094.03,80.93,39,East,0,2022-02-15 14:00:00
2096,Male,39,54143.25,32.75,41,West,0,2022-02-15 15:00:00
2097,Male,52,59868.34,85.78,6,East,0,2022-02-15 16:00:00
2098,Male,57,55395.67,137.1,22,South,0,2022-02-15 17:00:00
2099,Female,29,60060.97,73.92,37,East,0,2022-02-15 18:00:00
2100,Male,47,53366.56,10.26,32,South,0,2022-02-15 19:00:00
2101,Male,47,59771.93,5.0,28,North,0,2022-02-15 20:00:00
2102,Other,50,46710.58,47.68,26,North,0,2022-02-15 21:00:00
2103,Female,43,48912.64,19.53,4,West,1,2022-02-15 22:00:00
2104,Female,18,44631.55,283.98,10,North,0,2022-02-15 23:00:00
2105,Other,36,89510.67,23.21,27,South,0,2022-02-16 00:00:00
2106,Male,24,81350.21,60.16,20,North,0,2022-02-16 01:00:00
2107,Male,35,64995.3,149.41,36,North,0,2022-02-16 02:00:00
2108,Female,49,78855.56,202.76,5,East,0,2022-02-16 03:00:00
2109,Female,41,69372.3,,17,South,0,2022-02-16 04:00:00
2110,Male,51,58262.88,23.98,50,South,0,2022-02-16 05:00:00
2111,Female,42,27899.72,37.91,32,South,1,2022-02-16 06:00:00
2112,Male,22,50281.05,65.15,35,North,0,2022-02-16 07:00:00
2113,Male,18,48969.32,54.42,23,South,0,2022-02-16 08:00:00
2114,Female,39,,51.45,13,North,1,2022-02-16 09:00:00
2115,Female,35,28249.08,16.97,1,North,1,2022-02-16 10:00:00
2116,Female,26,63868.95,293.45,31,West,0,2022-02-16 11:00:00
2117,Male,18,60841.08,5.0,19,West,0,2022-02-16 12:00:00
2118,Female,29,33986.85,69.58,23,North,1,2022-02-16 13:00:00
2119,Male,35,41574.19,471.39,34,North,1,2022-02-16 14:00:00
2120,Male,45,75902.0,129.36,4,East,0,2022-02-16 15:00:00
2121,Female,40,39201.46,52.7,48,West,0,2022-02-16 16:00:00
2122,Female,57,58074.38,18.95,48,South,0,2022-02-16 17:00:00
2123,Female,25,51583.99,398.48,49,West,0,2022-02-16 18:00:00
2124,Female,48,64114.54,5.0,44,West,0,2022-02-16 19:00:00
2125,Female,38,39590.06,137.25,34,West,0,2022-02-16 20:00:00
2126,Female,46,56621.5,254.57,30,South,0,2022-02-16 21:00:00
2127,Male,32,58037.01,5.0,10,North,0,2022-02-16 22:00:00
2128,Male,50,59143.25,154.99,6,West,1,2022-02-16 23:00:00
2129,Male,41,,810.89,12,West,0,2022-02-17 00:00:00
2130,Male,29,61202.97,122.48,12,North,0,2022-02-17 01:00:00
2131,Female,37,94451.87,64.27,49,North,0,2022-02-17 02:00:00
2132,Female,35,101103.36,248.96,18,East,1,2022-02-17 03:00:00
2133,Male,43,43494.11,96.94,36,West,0,2022-02-17 04:00:00
2134,Male,23,15000.0,166.09,35,North,1,2022-02-17 05:00:00
2135,Female,37,65718.92,106.34,25,South,0,2022-02-17 06:00:00
2136,Male,42,58352.54,5.0,49,South,0,2022-02-17 07:00:00
2137,Female,38,74098.75,28.77,41,East,1,2022-02-17 08:00:00
2138,Female,54,60127.95,9.84,22,West,0,2022-02-17 09:00:00
2139,Female,47,56054.87,13.54,30,North,0,2022-02-17 10:00:00
2140,Female,37,75320.32,5.0,44,South,0,2022-02-17 11:00:00
2141,Female,40,77838.05,65.61,29,East,0,2022-02-17 12:00:00
2142,Male,41,30041.92,23.62,7,West,1,2022-02-17 13:00:00
2143,Female,42,40301.09,232.3,48,South,0,2022-02-17 14:00:00
2144,Female,18,53099.33,166.37,40,East,0,2022-02-17 15:00:00
2145,Male,34,56771.88,102.17,3,North,0,2022-02-17 16:00:00
2146,Female,20,50932.3,80.57,21,South,0,2022-02-17 17:00:00
2147,Female,53,62815.73,35.46,45,West,0,2022-02-17 18:00:00
2148,Female,37,72929.89,77.31,20,South,1,2022-02-17 19:00:00
2149,Female,35,86008.77,123.01,9,North,0,2022-02-17 20:00:00
2150,Female,48,65420.43,182.92,41,North,1,2022-02-17 21:00:00
2151,Female,43,39657.99,10.23,36,East,1,2022-02-17 22:00:00
2152,Female,24,52347.23,147.91,14,North,0,2022-02-17 23:00:00
2153,Female,37,53643.66,162.92,18,West,0,2022-02-18 00:00:00
2154,Female,33,64263.52,98.24,33,West,0,2022-02-18 01:00:00
2155,Female,18,61987.02,28.94,2,South,0,2022-02-18 02:00:00
2156,Female,29,91907.14,92.97,37,South,0,2022-02-18 03:00:00
2157,Male,35,46692.76,83.83,31,North,0,2022-02-18 04:00:00
2158,Female,36,61925.51,77.49,22,North,0,2022-02-18 05:00:00
2159,Female,20,97384.81,74.08,46,North,0,2022-02-18 06:00:00
2160,Male,51,44466.28,14.1,9,North,0,2022-02-18 07:00:00
2161,Female,36,57612.68,24.24,20,South,0,2022-02-18 08:00:00
2162,Male,38,37992.15,12.29,20,West,0,2022-02-18 09:00:00
2163,Male,42,56477.56,33.32,47,East,0,2022-02-18 10:00:00
2164,Female,28,40956.09,36.7,1,South,0,2022-02-18 11:00:00
2165,Male,43,73842.42,33.74,30,South,0,2022-02-18 12:00:00
2166,Female,33,57651.74,28.43,19,West,0,2022-02-18 13:00:00
2167,Female,27,38162.85,159.55,36,East,0,2022-02-18 14:00:00
2168,Female,44,70130.22,204.82,14,West,0,2022-02-18 15:00:00
2169,Male,55,58233.99,47.54,1,North,0,2022-02-18 16:00:00
2170,Male,46,72150.74,43.68,5,East,0,2022-02-18 17:00:00
2171,Female,49,34342.07,,10,South,0,2022-02-18 18:00:00
2172,Other,31,61638.84,117.36,9,North,0,2022-02-18 19:00:00
2173,Female,18,68920.15,41.68,49,North,0,2022-02-18 20:00:00
2174,Male,55,47379.21,150.05,14,North,0,2022-02-18 21:00:00
2175,Female,62,32337.95,50.7,39,North,1,2022-02-18 22:00:00
2176,Female,56,54251.07,105.99,18,North,1,2022-02-18 23:00:00
2177,Female,33,77106.08,589.31,42,North,0,2022-02-19 00:00:00
2178,Male,24,75266.75,43.07,25,East,1,2022-02-19 01:00:00
2179,Female,25,47288.29,320.02,36,North,0,2022-02-19 02:00:00
2180,Female,18,31904.46,46.39,31,East,1,2022-02-19 03:00:00
2181,Other,36,47238.77,93.26,46,East,1,2022-02-19 04:00:00
2182,Male,57,46567.4,73.94,35,West,0,2022-02-19 05:00:00
2183,Female,36,63036.04,183.43,27,West,0,2022-02-19 06:00:00
2184,Female,41,53109.97,7.56,22,East,1,2022-02-19 07:00:00
2185,Male,54,41441.24,118.38,11,North,1,2022-02-19 08:00:00
2186,Female,33,74876.74,171.59,10,West,1,2022-02-19 09:00:00
2187,Female,62,57527.67,76.67,8,North,0,2022-02-19 10:00:00
2188,Male,61,62837.48,13.35,41,North,0,2022-02-19 11:00:00
2189,Male,36,23950.26,33.69,28,West,1,2022-02-19 12:00:00
2190,Female,31,15000.0,136.61,23,West,0,2022-02-19 13:00:00
2191,Male,46,29124.18,270.96,6,West,0,2022-02-19 14:00:00
2192,Female,33,46350.22,65.7,14,North,0,2022-02-19 15:00:00
2193,Male,24,65374.41,98.63,24,South,0,2022-02-19 16:00:00
2194,Female,53,15000.0,31.11,9,South,1,2022-02-19 17:00:00
2195,Male,52,83671.34,63.77,46,West,0,2022-02-19 18:00:00
2196,Female,39,58070.19,49.28,40,North,0,2022-02-19 19:00:00
2197,Other,22,79485.31,127.89,38,South,0,2022-02-19 20:00:00
2198,Other,23,39052.54,501.58,25,West,0,2022-02-19 21:00:00
2199,Female,39,64069.48,201.39,38,North,0,2022-02-19 22:00:00
2200,Male,32,56533.53,25.61,30,North,1,2022-02-19 23:00:00
2201,Female,33,69718.35,103.44,22,North,0,2022-02-20 00:00:00
2202,Male,50,50791.76,8.25,2,North,0,2022-02-20 01:00:00
2203,Male,46,63517.87,34.03,25,North,0,2022-02-20 02:00:00
2204,Male,54,74839.52,22.68,24,North,0,2022-02-20 03:00:00
2205,Female,26,43278.83,49.05,37,North,1,2022-02-20 04:00:00
2206,Female,33,59360.4,136.29,3,West,0,2022-02-20 05:00:00
2207,Female,47,21018.48,83.03,43,West,1,2022-02-20 06:00:00
2208,Male,43,67645.05,324.21,26,East,0,2022-02-20 07:00:00
2209,Male,56,90183.93,28.7,30,West,0,2022-02-20 08:00:00
2210,Other,43,32600.15,54.35,29,West,1,2022-02-20 09:00:00
2211,Male,60,53355.14,48.03,7,East,0,2022-02-20 10:00:00
2212,Male,44,70848.66,32.3,9,West,0,2022-02-20 11:00:00
2213,Male,50,55565.51,598.39,45,South,0,2022-02-20 12:00:00
2214,Female,34,57971.79,58.77,30,South,0,2022-02-20 13:00:00
2215,Female,38,47962.01,338.63,16,West,0,2022-02-20 14:00:00
2216,Male,48,47293.26,59.41,44,West,0,2022-02-20 15:00:00
2217,Male,57,53439.51,27.39,40,West,0,2022-02-20 16:00:00
2218,Female,46,55750.09,15.23,14,West,0,2022-02-20 17:00:00
2219,Female,37,33734.06,232.19,26,East,0,2022-02-20 18:00:00
2220,Male,54,53811.6,5.0,46,East,1,2022-02-20 19:00:00
2221,Female,18,83233.61,400.23,37,West,0,2022-02-20 20:00:00
2222,Male,20,47455.59,64.99,10,West,0,2022-02-20 21:00:00
2223,Male,46,32729.41,34.1,30,East,1,2022-02-20 22:00:00
2224,Female,38,52274.51,115.31,22,South,0,2022-02-20 23:00:00
2225,Male,45,42136.97,17.11,30,North,0,2022-02-21 00:00:00
2226,Female,38,30909.85,8.99,32,West,1,2022-02-21 01:00:00
2227,Male,44,57505.03,211.08,14,South,1,2022-02-21 02:00:00
2228,Male,28,42214.92,66.34,23,North,0,2022-02-21 03:00:00
2229,Other,44,43755.14,87.64,17,North,0,2022-02-21 04:00:00
2230,Male,49,57761.69,23.33,36,South,0,2022-02-21 05:00:00
2231,Female,52,27402.86,7.61,29,West,1,2022-02-21 06:00:00
2232,Male,62,23651.75,55.02,24,North,1,2022-02-21 07:00:00
2233,Male,40,67075.7,84.66,47,West,0,2022-02-21 08:00:00
2234,Male,41,20245.0,174.0,11,West,0,2022-02-21 09:00:00
2235,Female,19,37419.8,83.43,41,South,0,2022-02-21 10:00:00
2236,Male,31,22602.89,183.07,15,East,0,2022-02-21 11:00:00
2237,Female,35,46249.54,14.72,22,West,0,2022-02-21 12:00:00
2238,Male,50,62705.06,7.93,27,East,0,2022-02-21 13:00:00
2239,Other,30,57022.08,20.76,34,South,0,2022-02-21 14:00:00
2240,Male,47,98053.72,177.42,33,South,0,2022-02-21 15:00:00
2241,Female,37,74564.48,170.92,21,South,0,2022-02-21 16:00:00
2242,Female,35,38239.16,18.29,24,South,0,2022-02-21 17:00:00
2243,Female,40,33453.01,5.0,20,North,1,2022-02-21 18:00:00
2244,Female,33,103720.38,138.73,49,East,0,2022-02-21 19:00:00
2245,Female,32,74126.3,231.96,4,South,0,2022-02-21 20:00:00
2246,Female,18,,168.34,37,South,0,2022-02-21 21:00:00
2247,Male,35,56347.33,27.2,37,West,0,2022-02-21 22:00:00
2248,Male,32,59923.39,105.18,46,East,1,2022-02-21 23:00:00
2249,Female,31,28322.68,169.94,33,South,0,2022-02-22 00:00:00
2250,Female,43,57826.71,35.46,31,East,0,2022-02-22 01:00:00
2251,Female,45,56282.17,90.02,34,East,0,2022-02-22 02:00:00
2252,Female,40,38725.5,45.31,22,South,0,2022-02-22 03:00:00
2253,Male,49,45306.52,30.68,42,North,0,2022-02-22 04:00:00
2254,Male,44,82273.18,419.16,30,South,0,2022-02-22 05:00:00
2255,Female,34,52746.85,292.45,5,North,0,2022-02-22 06:00:00
2256,Male,32,92281.08,70.8,41,South,0,2022-02-22 07:00:00
2257,Male,41,23667.77,17.65,45,North,1,2022-02-22 08:00:00
2258,Female,44,45601.66,156.19,23,West,0,2022-02-22 09:00:00
2259,Male,54,27148.99,35.44,13,East,1,2022-02-22 10:00:00
2260,Female,52,33230.4,22.15,9,East,1,2022-02-22 11:00:00
2261,Male,31,40092.3,57.66,14,South,0,2022-02-22 12:00:00
2262,Female,36,60675.57,90.56,17,South,0,2022-02-22 13:00:00
2263,Male,46,59802.87,12.3,35,North,0,2022-02-22 14:00:00
2264,Male,50,42772.77,101.76,18,North,0,2022-02-22 15:00:00
2265,Male,49,15000.0,5.0,12,North,1,2022-02-22 16:00:00
2266,Male,37,81598.47,266.93,41,North,0,2022-02-22 17:00:00
2267,Male,22,49856.24,304.21,16,North,1,2022-02-22 18:00:00
2268,Male,26,34906.78,158.49,30,South,0,2022-02-22 19:00:00
2269,Female,41,59948.75,75.41,13,East,0,2022-02-22 20:00:00
2270,Male,42,58680.01,35.31,18,North,0,2022-02-22 21:00:00
2271,Female,24,49191.82,163.56,12,East,0,2022-02-22 22:00:00
2272,Female,38,57673.56,322.23,34,East,0,2022-02-22 23:00:00
2273,Female,45,34209.46,20.71,33,South,1,2022-02-23 00:00:00
2274,Male,24,68678.43,75.24,6,West,0,2022-02-23 01:00:00
2275,Female,51,37056.39,45.45,18,North,0,2022-02-23 02:00:00
2276,Male,33,,52.95,3,North,0,2022-02-23 03:00:00
2277,Male,53,66678.43,62.46,6,North,0,2022-02-23 04:00:00
2278,Other,31,76671.26,363.88,36,North,1,2022-02-23 05:00:00
2279,Male,25,83543.94,35.91,49,South,0,2022-02-23 06:00:00
2280,Female,32,74004.37,81.43,50,West,0,2022-02-23 07:00:00
2281,Female,36,49166.7,363.11,22,South,0,2022-02-23 08:00:00
2282,Female,33,27261.4,77.56,7,North,1,2022-02-23 09:00:00
2283,Female,35,80291.0,239.06,30,North,1,2022-02-23 10:00:00
2284,Male,42,79672.53,7.27,2,East,0,2022-02-23 11:00:00
2285,Male,35,42904.43,366.99,32,East,0,2022-02-23 12:00:00
2286,Female,37,71581.4,24.92,15,West,0,2022-02-23 13:00:00
2287,Male,18,49020.8,469.05,22,North,1,2022-02-23 14:00:00
2288,Male,42,82022.98,23.17,49,North,0,2022-02-23 15:00:00
2289,Male,36,45732.44,70.52,38,West,0,2022-02-23 16:00:00
2290,Male,57,90615.72,44.29,8,East,0,2022-02-23 17:00:00
2291,Male,26,69150.17,68.14,8,East,0,2022-02-23 18:00:00
2292,Male,18,87355.81,34.61,39,North,0,2022-02-23 19:00:00
2293,Female,45,46651.65,403.38,36,East,0,2022-02-23 20:00:00
2294,Female,42,62290.53,43.79,20,West,1,2022-02-23 21:00:00
2295,Female,25,37552.97,127.11,37,South,1,2022-02-23 22:00:00
2296,Male,19,70191.81,17.74,8,East,0,2022-02-23 23:00:00
2297,Male,56,71182.75,208.74,14,West,1,2022-02-24 00:00:00
2298,Male,54,98146.43,93.84,20,North,0,2022-02-24 01:00:00
2299,Female,18,63676.72,466.16,35,South,0,2022-02-24 02:00:00
2300,Female,32,68033.7,66.07,25,West,0,2022-02-24 03:00:00
2301,Male,57,46525.05,26.1,18,South,0,2022-02-24 04:00:00
2302,Female,32,64744.83,50.96,47,East,0,2022-02-24 05:00:00
2303,Male,32,48161.96,160.26,21,North,1,2022-02-24 06:00:00
2304,Female,34,57085.49,129.14,37,East,0,2022-02-24 07:00:00
2305,Female,24,58141.28,180.8,47,East,0,2022-02-24 08:00:00
2306,Female,18,48658.51,9.16,31,West,0,2022-02-24 09:00:00
2307,Female,50,56133.01,104.21,6,West,0,2022-02-24 10:00:00
2308,Female,18,48244.69,322.89,42,East,0,2022-02-24 11:00:00
2309,Male,40,48164.84,13.7,47,West,1,2022-02-24 12:00:00
2310,Female,48,74379.96,11.89,20,West,0,2022-02-24 13:00:00
2311,Male,20,58157.45,151.31,28,South,1,2022-02-24 14:00:00
2312,Female,26,61247.19,45.43,41,East,0,2022-02-24 15:00:00
2313,Female,52,28768.51,128.96,36,East,0,2022-02-24 16:00:00
2314,Female,44,62622.25,94.6,40,West,0,2022-02-24 17:00:00
2315,Male,30,64547.62,512.82,26,East,0,2022-02-24 18:00:00
2316,Female,52,47829.9,263.85,13,East,0,2022-02-24 19:00:00
2317,Female,52,92530.53,,49,West,0,2022-02-24 20:00:00
2318,Female,41,15000.0,36.4,4,North,1,2022-02-24 21:00:00
2319,Male,27,69118.61,36.44,34,West,0,2022-02-24 22:00:00
2320,Male,33,67830.49,256.7,37,North,0,2022-02-24 23:00:00
2321,Male,41,64748.49,105.64,34,North,0,2022-02-25 00:00:00
2322,Male,35,58171.83,186.87,16,South,0,2022-02-25 01:00:00
2323,Female,49,64912.23,71.71,23,North,1,2022-02-25 02:00:00
2324,Male,19,70627.16,13.05,23,East,0,2022-02-25 03:00:00
2325,Other,20,41934.02,48.54,15,West,0,2022-02-25 04:00:00
2326,Male,40,60385.52,21.09,25,East,0,2022-02-25 05:00:00
2327,Male,32,51700.3,182.7,29,North,0,2022-02-25 06:00:00
2328,Female,30,35312.17,144.68,36,West,0,2022-02-25 07:00:00
2329,Female,18,67909.06,11.11,15,West,0,2022-02-25 08:00:00
2330,Female,38,44841.51,116.55,37,West,1,2022-02-25 09:00:00
2331,Female,37,28038.54,248.71,35,West,0,2022-02-25 10:00:00
2332,Female,45,45296.01,143.43,46,South,0,2022-02-25 11:00:00
2333,Male,38,40619.82,85.87,39,South,0,2022-02-25 12:00:00
2334,Other,36,73512.62,44.85,47,South,0,2022-02-25 13:00:00
2335,Other,52,57757.48,261.75,37,West,0,2022-02-25 14:00:00
2336,Female,22,79882.89,65.95,41,East,0,2022-02-25 15:00:00
2337,Male,44,43001.99,232.05,28,North,0,2022-02-25 16:00:00
2338,Female,18,70735.06,183.34,45,South,1,2022-02-25 17:00:00
2339,Male,27,106113.21,203.29,30,East,0,2022-02-25 18:00:00
2340,Male,23,61408.58,550.21,7,South,0,2022-02-25 19:00:00
2341,Male,47,70509.68,165.76,4,South,0,2022-02-25 20:00:00
2342,Male,37,67483.32,5.0,7,North,0,2022-02-25 21:00:00
2343,Female,37,29402.64,27.6,33,West,1,2022-02-25 22:00:00
2344,Female,24,65544.71,5.0,47,East,0,2022-02-25 23:00:00
2345,Female,34,60516.21,25.27,47,South,0,2022-02-26 00:00:00
2346,Male,28,50324.55,7.61,18,West,0,2022-02-26 01:00:00
2347,Male,42,39087.35,83.57,15,East,0,2022-02-26 02:00:00
2348,Male,26,67491.7,5.0,35,South,0,2022-02-26 03:00:00
2349,Other,53,37496.73,76.77,37,West,0,2022-02-26 04:00:00
2350,Male,18,93405.62,274.93,5,North,0,2022-02-26 05:00:00
2351,Female,28,57055.04,165.67,48,South,0,2022-02-26 06:00:00
2352,Female,58,32980.47,345.79,23,West,0,2022-02-26 07:00:00
2353,Male,32,45748.07,30.84,10,North,0,2022-02-26 08:00:00
2354,Female,22,49993.58,90.88,25,West,0,2022-02-26 09:00:00
2355,Female,40,98422.78,46.03,22,South,1,2022-02-26 10:00:00
2356,Female,32,39077.4,81.7,31,North,0,2022-02-26 11:00:00
2357,Female,27,52908.09,97.72,23,South,0,2022-02-26 12:00:00
2358,Male,24,45319.09,5.0,28,West,0,2022-02-26 13:00:00
2359,Male,71,63986.65,31.87,45,West,0,2022-02-26 14:00:00
2360,Female,34,45606.1,146.4,15,South,1,2022-02-26 15:00:00
2361,Female,18,34496.98,177.9,40,South,0,2022-02-26 16:00:00
2362,Male,55,51484.7,101.12,7,East,0,2022-02-26 17:00:00
2363,Female,45,49610.91,37.9,46,East,0,2022-02-26 18:00:00
2364,Female,28,,62.32,38,South,0,2022-02-26 19:00:00
2365,Female,26,45301.41,12.12,40,West,0,2022-02-26 20:00:00
2366,Male,46,76324.52,367.37,15,West,0,2022-02-26 21:00:00
2367,Female,35,49244.68,243.61,49,West,0,2022-02-26 22:00:00
2368,Female,18,34585.7,8.14,5,East,1,2022-02-26 23:00:00
2369,Male,59,46681.91,21.85,12,West,1,2022-02-27 00:00:00
2370,Male,32,,104.41,13,East,0,2022-02-27 01:00:00
2371,Other,55,30947.15,31.74,3,West,1,2022-02-27 02:00:00
2372,Male,53,84267.6,326.9,19,South,0,2022-02-27 03:00:00
2373,Female,25,70616.43,169.07,26,West,0,2022-02-27 04:00:00
2374,Female,50,80743.11,38.31,30,South,0,2022-02-27 05:00:00
2375,Male,30,62058.31,5.0,28,South,0,2022-02-27 06:00:00
2376,Female,18,17313.45,192.8,15,West,0,2022-02-27 07:00:00
2377,Male,32,82636.01,66.22,18,East,0,2022-02-27 08:00:00
2378,Female,42,39455.77,123.39,7,East,0,2022-02-27 09:00:00
2379,Male,32,40920.64,40.59,14,East,0,2022-02-27 10:00:00
2380,Female,34,57813.85,18.5,24,West,0,2022-02-27 11:00:00
2381,Male,51,79808.14,134.99,24,South,0,2022-02-27 12:00:00
2382,Male,39,73959.17,71.81,11,East,0,2022-02-27 13:00:00
2383,Other,27,71313.06,32.17,39,East,1,2022-02-27 14:00:00
2384,Male,46,49387.11,17.77,43,North,0,2022-02-27 15:00:00
2385,Female,40,49103.06,104.24,40,West,0,2022-02-27 16:00:00
2386,Male,18,61226.99,155.16,10,West,0,2022-02-27 17:00:00
2387,Female,43,52658.72,40.07,43,West,0,2022-02-27 18:00:00
2388,Male,42,71007.72,159.43,33,North,1,2022-02-27 19:00:00
2389,Other,38,69942.12,24.27,20,South,0,2022-02-27 20:00:00
2390,Male,48,65644.14,49.57,42,South,1,2022-02-27 21:00:00
2391,Male,29,15000.0,163.92,39,East,0,2022-02-27 22:00:00
2392,Male,42,57303.79,129.51,22,North,0,2022-02-27 23:00:00
2393,Male,19,53040.63,37.85,35,North,0,2022-02-28 00:00:00
2394,Female,42,58024.46,15.63,28,South,1,2022-02-28 01:00:00
2395,Male,61,41422.16,5.21,36,East,0,2022-02-28 02:00:00
2396,Female,26,31153.85,218.36,30,West,0,2022-02-28 03:00:00
2397,Male,28,63336.49,9.37,6,West,0,2022-02-28 04:00:00
2398,Male,29,48586.58,14.64,1,West,0,2022-02-28 05:00:00
2399,Female,39,65344.47,32.57,4,South,0,2022-02-28 06:00:00
2400,Female,25,42923.54,70.8,25,West,0,2022-02-28 07:00:00
2401,Male,43,80486.39,187.16,39,East,0,2022-02-28 08:00:00
2402,Male,48,73019.17,34.12,11,North,0,2022-02-28 09:00:00
2403,Male,44,60342.89,94.1,38,East,0,2022-02-28 10:00:00
2404,Female,18,51160.81,11.37,37,North,1,2022-02-28 11:00:00
2405,Female,49,70343.36,74.95,12,West,1,2022-02-28 12:00:00
2406,Male,49,62065.86,23.47,29,North,0,2022-02-28 13:00:00
2407,Female,47,59294.52,28.47,34,West,0,2022-02-28 14:00:00
2408,Female,42,73771.58,54.84,18,North,1,2022-02-28 15:00:00
2409,Female,40,80677.65,171.93,9,South,0,2022-02-28 16:00:00
2410,Female,50,32456.6,163.5,46,South,0,2022-02-28 17:00:00
2411,Male,61,36093.09,64.33,12,South,0,2022-02-28 18:00:00
2412,Male,26,40955.31,15.16,9,East,0,2022-02-28 19:00:00
2413,Male,50,27956.36,39.54,1,South,1,2022-02-28 20:00:00
2414,Male,36,53870.53,84.47,7,North,1,2022-02-28 21:00:00
2415,Female,36,65802.1,244.28,39,West,0,2022-02-28 22:00:00
2416,Female,19,54614.47,414.0,42,South,1,2022-02-28 23:00:00
2417,Male,34,45385.81,121.76,34,West,0,2022-03-01 00:00:00
2418,Male,26,75276.24,51.82,32,North,0,2022-03-01 01:00:00
2419,Male,32,57530.02,141.89,28,South,0,2022-03-01 02:00:00
2420,Female,24,61173.69,49.18,26,East,0,2022-03-01 03:00:00
2421,Male,32,75776.23,117.85,36,East,0,2022-03-01 04:00:00
2422,Female,33,52781.65,33.53,40,North,1,2022-03-01 05:00:00
2423,Male,39,92083.85,37.27,14,South,0,2022-03-01 06:00:00
2424,Male,18,46939.33,9.38,45,South,0,2022-03-01 07:00:00
2425,Other,20,90963.07,65.4,31,North,1,2022-03-01 08:00:00
2426,Other,42,37454.77,115.53,16,East,1,2022-03-01 09:00:00
2427,Male,28,64314.73,186.59,39,South,0,2022-03-01 10:00:00
2428,Female,50,43434.42,199.51,42,South,0,2022-03-01 11:00:00
2429,Female,40,75152.19,586.26,11,South,0,2022-03-01 12:00:00
2430,Female,45,,11.02,11,West,0,2022-03-01 13:00:00
2431,Male,54,60235.68,81.54,38,West,1,2022-03-01 14:00:00
2432,Female,34,43290.24,88.42,12,East,0,2022-03-01 15:00:00
2433,Female,31,71870.05,195.88,42,South,0,2022-03-01 16:00:00
2434,Female,48,43196.48,37.17,9,East,0,2022-03-01 17:00:00
2435,Male,44,85301.47,8.63,22,West,0,2022-03-01 18:00:00
2436,Male,35,37072.05,45.18,38,West,1,2022-03-01 19:00:00
2437,Male,54,30778.7,495.68,9,South,0,2022-03-01 20:00:00
2438,Female,35,72127.94,275.64,3,East,0,2022-03-01 21:00:00
2439,Male,38,44350.41,60.35,39,North,0,2022-03-01 22:00:00
2440,Female,38,54869.73,250.76,35,East,0,2022-03-01 23:00:00
